product_id,product_name,category,price,supplier_id
276,Specific,Beauty,1875.0,465
277,Baby,Groceries,369.86,19
278,During,Clothing,984.25,79
279,Serve,Beauty,178.37,423
280,Month,Electronics,1658.04,163
281,Majority,Furniture,733.04,285
282,Wind,Sports,430.32,270
283,Enough,Groceries,27.44,227
284,Through,Sports,1071.79,386
285,His,Groceries,1897.3,320
286,Have,Electronics,580.78,246
287,Teach,Groceries,1339.09,97
288,Who,Clothing,1786.25,307
289,Memory,Groceries,331.44,402
290,Wind,Groceries,1688.87,336
291,Deep,Groceries,1393.01,172
292,Public,Furniture,1851.23,101
293,Toward,Beauty,470.29,183
294,Indeed,Furniture,1801.66,85
295,Live,Beauty,893.53,165
296,Knowledge,Sports,1132.71,147
297,Lay,Clothing,1309.03,316
298,To,Groceries,1798.83,4
299,Never,Clothing,180.11,282
300,Begin,Groceries,1274.37,287
301,Able,Groceries,1696.34,406
302,Develop,Beauty,621.01,182
303,Opportunity,Sports,939.1,344
304,Her,Beauty,1937.51,354
305,Something,Beauty,380.07,171
306,Already,Electronics,1367.05,45
307,About,Groceries,246.19,14
308,Show,Furniture,949.14,135
309,Similar,Beauty,294.46,367
310,Father,Sports,538.26,175
311,Part,Sports,1995.32,138
312,Member,Clothing,1302.58,283
313,Base,Beauty,970.19,402
314,Letter,Electronics,1143.35,148
315,Protect,Furniture,511.46,238
316,Tend,Groceries,754.47,125
317,Pattern,Sports,1418.56,326
318,Western,Furniture,419.1,472
319,Treat,Beauty,1227.64,390
320,Oil,Groceries,1408.27,243
321,Although,Sports,1379.37,160
322,Worry,Clothing,1250.8,326
323,Sport,Furniture,1464.83,269
324,Too,Clothing,161.95,67
325,Hair,Furniture,1270.52,101
326,Opportunity,Groceries,1483.56,255
327,Right,Furniture,1830.35,256
328,Particularly,Furniture,543.53,467
329,Education,Beauty,1892.12,252
330,Evening,Electronics,1292.24,261
331,Threat,Sports,219.76,472
332,Fish,Beauty,223.22,448
333,Nature,Sports,1607.13,316
334,Subject,Clothing,64.82,14
335,Image,Electronics,799.28,311
336,Arm,Clothing,491.31,260
337,Carry,Clothing,1513.26,41
338,Light,Electronics,1631.92,342
339,Just,Sports,1116.03,75
340,Finish,Sports,1603.43,249
341,Road,Furniture,684.93,54
342,Real,Furniture,1431.5,317
343,Main,Beauty,1905.16,456
344,Individual,Beauty,1741.67,231
345,Anything,Furniture,1683.04,320
346,However,Sports,514.09,81
347,Mean,Furniture,787.59,331
348,Follow,Clothing,623.3,14
349,Again,Furniture,1499.68,210
350,List,Electronics,25.31,303
351,Budget,Sports,208.95,155
352,Form,Sports,627.53,401
353,Likely,Electronics,1911.42,321
354,Matter,Furniture,622.63,39
355,View,Clothing,1237.17,436
356,Inside,Beauty,1836.15,207
357,Whether,Clothing,1503.15,76
358,Election,Electronics,593.08,191
359,Administration,Furniture,601.24,61
360,Learn,Beauty,586.23,490
361,Unit,Sports,842.93,418
362,Always,Furniture,1622.44,79
363,Upon,Furniture,470.67,487
364,Republican,Furniture,1209.35,448
365,By,Furniture,144.96,391
366,Relationship,Groceries,243.39,350
367,He,Sports,1654.73,163
368,Image,Groceries,1081.43,278
369,West,Furniture,895.63,372
370,He,Sports,147.77,432
371,Agree,Sports,1156.34,60
372,Strategy,Sports,1372.44,111
373,Short,Furniture,844.4,424
374,Benefit,Sports,626.84,382
375,Forward,Sports,703.92,191
376,Sister,Furniture,1126.87,55
377,Water,Groceries,152.19,297
378,Near,Electronics,169.73,239
379,Teach,Clothing,1035.02,421
380,Majority,Groceries,1316.13,401
381,Age,Sports,224.22,183
382,Yeah,Furniture,1838.04,234
383,Girl,Sports,166.6,467
384,Early,Clothing,1071.96,76
385,Response,Groceries,565.31,27
386,Help,Electronics,835.46,215
387,Way,Furniture,1011.02,5
388,Idea,Beauty,792.25,22
389,Project,Furniture,1467.17,444
390,Establish,Electronics,1535.27,355
391,Especially,Furniture,732.02,384
392,Each,Furniture,1308.85,339
393,Lot,Sports,1201.68,256
394,Relationship,Beauty,1388.17,250
395,Civil,Clothing,816.98,265
396,Mention,Groceries,196.92,82
397,Body,Furniture,1651.15,257
398,Reveal,Beauty,1116.65,200
399,Whatever,Sports,1756.31,421
400,Student,Electronics,190.6,93
401,Stage,Electronics,679.89,213
402,Rich,Groceries,1531.94,371
403,It,Clothing,369.84,66
404,Traditional,Groceries,1618.93,395
405,Hope,Groceries,675.79,151
406,Family,Beauty,1542.63,440
407,He,Furniture,888.74,79
408,Natural,Beauty,1357.77,39
409,Sense,Furniture,1716.26,490
410,Music,Furniture,459.01,136
411,Medical,Furniture,1421.73,287
412,Wife,Electronics,1111.61,265
413,It,Furniture,1693.21,183
414,Office,Electronics,229.38,493
415,Term,Sports,1150.67,434
416,Soon,Sports,1711.71,36
417,Scene,Clothing,815.37,83
418,Left,Clothing,219.1,43
419,Up,Electronics,422.94,407
420,Management,Groceries,255.9,356
421,From,Clothing,1500.55,463
422,Report,Groceries,1218.96,61
423,Available,Sports,1581.39,389
424,Film,Groceries,654.24,25
425,Single,Groceries,1758.6,93
426,Meeting,Groceries,883.65,313
427,Which,Groceries,790.03,156
428,Fund,Furniture,370.18,242
429,Between,Clothing,1965.97,108
430,Miss,Beauty,1126.9,265
431,Network,Furniture,989.71,43
432,Language,Groceries,1572.84,147
433,Simply,Beauty,143.13,341
434,Woman,Electronics,212.28,25
435,Away,Electronics,1478.45,212
436,Skill,Beauty,1885.91,139
437,Democratic,Furniture,1167.49,169
438,Word,Clothing,753.32,389
439,Financial,Electronics,1216.1,476
440,Police,Sports,257.61,482
441,Discussion,Groceries,1024.96,15
442,Protect,Clothing,1045.57,144
443,Recent,Clothing,343.16,180
444,Nice,Furniture,1947.71,481
445,Positive,Electronics,738.31,42
446,Power,Furniture,68.05,86
447,Drop,Sports,281.04,11
448,Information,Beauty,1165.63,473
449,Black,Sports,718.02,409
450,Through,Beauty,1896.8,195
451,Contain,Furniture,1331.77,68
452,Cost,Groceries,205.03,145
453,Well,Groceries,31.8,329
454,And,Groceries,1456.27,267
455,Time,Furniture,642.97,457
456,Above,Clothing,28.41,302
457,Collection,Sports,475.83,499
458,Low,Sports,891.11,403
459,Father,Furniture,464.52,271
460,Claim,Clothing,1297.37,440
461,Campaign,Beauty,1101.21,33
462,Purpose,Furniture,1089.3,290
463,Sure,Electronics,544.79,294
464,Particularly,Clothing,1298.34,97
465,Wife,Beauty,1255.28,454
466,Successful,Clothing,1579.37,425
467,Time,Clothing,433.51,170
468,Occur,Beauty,611.7,273
469,Ago,Sports,105.73,425
470,Agree,Beauty,1177.34,301
471,Soon,Sports,39.73,100
472,Well,Furniture,1233.17,464
473,Agency,Groceries,1608.59,59
474,Expect,Electronics,1267.9,368
475,Result,Electronics,1976.68,7
476,Their,Furniture,1950.62,229
477,Trial,Electronics,1726.6,228
478,Else,Electronics,644.2,422
479,Fight,Clothing,816.61,148
480,Book,Clothing,1746.61,154
481,Interesting,Clothing,1832.44,319
482,Several,Sports,1618.35,404
483,Claim,Beauty,806.96,34
484,Front,Beauty,1396.0,468
485,None,Sports,1705.21,165
486,Building,Electronics,356.57,385
487,Simple,Beauty,521.78,152
488,Often,Electronics,591.81,325
489,Worker,Electronics,1042.71,206
490,Move,Sports,930.25,188
491,Billion,Electronics,1131.58,44
492,Scientist,Clothing,1640.54,381
493,For,Beauty,1460.04,305
494,Hand,Clothing,687.21,383
495,Reveal,Furniture,1215.37,102
496,Traditional,Beauty,1415.23,102
497,Finally,Groceries,742.07,222
498,Great,Sports,1450.86,345
499,Officer,Groceries,25.88,208
500,Camera,Groceries,173.26,208
501,Always,Sports,1175.9,352
502,Up,Beauty,1761.46,240
503,Alone,Groceries,1765.34,347
504,Success,Groceries,550.1,9
505,And,Clothing,1463.69,495
506,Control,Furniture,466.82,219
507,Year,Clothing,1793.37,399
508,Capital,Electronics,1562.13,440
509,Lose,Beauty,147.47,500
510,Know,Electronics,239.71,429
511,Sense,Beauty,1843.82,161
512,Create,Electronics,658.79,450
513,Cold,Furniture,1360.32,231
514,Kitchen,Beauty,374.08,191
515,Show,Sports,155.77,340
516,Brother,Groceries,954.28,102
517,Long,Sports,1968.05,463
518,Service,Beauty,1087.35,292
519,Although,Groceries,1655.56,65
520,Far,Electronics,1556.04,408
521,High,Electronics,795.46,327
522,Sister,Sports,28.45,330
523,Various,Clothing,1703.02,285
524,Modern,Beauty,1238.49,342
525,Collection,Beauty,759.29,353
526,Gas,Groceries,427.27,220
527,Certain,Sports,498.03,241
528,Stop,Electronics,275.45,251
529,Hundred,Electronics,1556.69,194
530,Step,Electronics,1407.42,155
531,Safe,Furniture,191.25,288
532,Much,Sports,683.21,214
533,Whether,Groceries,500.0,180
534,Certainly,Beauty,606.09,336
535,Outside,Clothing,222.98,158
536,Owner,Groceries,32.44,220
537,Pressure,Clothing,1822.51,424
538,Word,Electronics,308.64,327
539,Choice,Beauty,649.27,52
540,Sister,Clothing,336.34,74
541,Back,Electronics,1789.63,230
542,Majority,Clothing,350.59,269
543,Music,Groceries,789.45,256
544,Friend,Furniture,1055.31,412
545,Opportunity,Furniture,689.26,365
546,Bill,Furniture,1232.99,151
547,Risk,Groceries,66.75,306
548,Lead,Electronics,714.19,280
549,Guy,Furniture,867.2,268
550,Far,Sports,666.45,466
551,Player,Sports,1084.04,421
552,Move,Electronics,703.02,134
553,Laugh,Clothing,1334.64,235
554,Her,Beauty,313.9,226
555,Hot,Sports,1866.51,426
556,More,Clothing,1619.45,454
557,Improve,Sports,1275.07,347
558,Mother,Electronics,1692.09,495
559,Manager,Electronics,927.97,433
560,Recognize,Beauty,565.53,304
561,Degree,Groceries,822.26,91
562,Culture,Groceries,927.26,73
563,Economy,Groceries,469.98,150
564,Medical,Furniture,1702.31,413
565,Sister,Groceries,1996.38,372
566,Whose,Beauty,558.71,443
567,Cause,Beauty,1477.65,18
568,News,Electronics,704.84,474
569,Accept,Clothing,1328.98,312
570,Law,Beauty,1892.63,269
571,School,Sports,554.5,131
572,Draw,Sports,660.31,113
573,Yard,Clothing,510.79,492
574,Concern,Beauty,1591.62,49
575,Today,Furniture,642.15,331
576,Summer,Sports,814.45,348
577,Various,Beauty,873.75,146
578,Will,Groceries,1847.77,303
579,Person,Furniture,344.92,279
580,Future,Groceries,1218.7,131
581,Gun,Groceries,599.7,312
582,Her,Groceries,620.61,497
583,Ready,Furniture,877.38,342
584,Word,Clothing,332.56,75
585,National,Sports,132.44,450
586,Relate,Beauty,1639.14,239
587,Firm,Beauty,1066.09,410
588,Wear,Clothing,848.42,485
589,Pattern,Sports,1603.22,75
590,Usually,Groceries,118.86,287
591,Reveal,Sports,1781.81,83
592,Seven,Sports,810.19,105
593,Year,Beauty,1131.43,218
594,Who,Electronics,1327.19,385
595,Rule,Sports,1758.9,316
596,Much,Furniture,493.99,450
597,See,Beauty,1812.87,458
598,Always,Electronics,1967.11,441
599,Manager,Groceries,133.14,98
600,Modern,Beauty,133.36,229
601,Into,Groceries,195.38,169
602,Partner,Clothing,1564.12,100
603,Line,Beauty,591.5,96
604,Life,Clothing,1067.56,67
605,Provide,Electronics,1218.99,482
606,Ok,Clothing,584.91,498
607,Although,Electronics,1275.49,204
608,Age,Furniture,13.89,330
609,Develop,Furniture,1484.21,472
610,White,Clothing,526.62,362
611,Turn,Sports,637.11,105
612,What,Electronics,1167.18,488
613,Party,Electronics,1066.71,55
614,Power,Electronics,558.24,265
615,Author,Electronics,1080.84,396
616,Paper,Furniture,485.65,463
617,Available,Furniture,1377.57,337
618,Station,Clothing,1858.1,259
619,Hold,Electronics,184.71,335
620,Increase,Electronics,1398.64,182
621,Leave,Sports,102.99,290
622,Standard,Sports,1758.92,22
623,To,Beauty,1742.52,185
624,Product,Furniture,525.21,35
625,Sort,Groceries,646.45,40
626,Resource,Beauty,1324.62,439
627,However,Beauty,896.88,400
628,Challenge,Beauty,104.9,343
629,Guess,Clothing,104.29,255
630,Myself,Sports,104.27,359
631,Push,Electronics,462.68,248
632,Compare,Furniture,249.88,428
633,Buy,Clothing,318.69,109
634,People,Sports,1666.35,1
635,Far,Sports,337.38,60
636,Hard,Groceries,6.9,167
637,High,Furniture,244.44,141
638,Recent,Electronics,1928.8,106
639,Environment,Beauty,951.49,271
640,Hit,Furniture,713.17,356
641,Cover,Beauty,1898.32,51
642,Accept,Groceries,359.74,51
643,Expect,Groceries,1114.82,467
644,Adult,Sports,1607.56,94
645,Change,Sports,1009.71,62
646,Analysis,Beauty,406.94,66
647,Since,Sports,269.04,443
648,Simply,Furniture,1493.63,105
649,Listen,Electronics,123.57,499
650,Republican,Beauty,438.79,433
651,Writer,Clothing,793.43,269
652,Yourself,Groceries,767.42,471
653,Draw,Sports,251.22,128
654,Break,Groceries,627.42,67
655,Enjoy,Sports,1800.54,229
656,Cause,Sports,617.21,441
657,Make,Clothing,77.41,414
658,Join,Electronics,631.34,422
659,Special,Furniture,1649.38,97
660,Ago,Clothing,609.52,419
661,Wonder,Furniture,1140.34,271
662,Whole,Groceries,460.29,402
663,Information,Beauty,1684.54,370
664,Far,Furniture,1077.87,2
665,Behind,Clothing,881.4,281
666,Close,Clothing,490.79,361
667,Million,Clothing,672.16,162
668,Agency,Clothing,683.66,462
669,Oil,Furniture,673.76,136
670,Former,Sports,1723.12,348
671,Life,Sports,1598.5,482
672,Production,Groceries,798.27,20
673,Defense,Electronics,746.27,63
674,Sister,Clothing,1996.03,80
675,High,Sports,140.22,377
676,Serious,Furniture,1072.78,487
677,List,Electronics,1004.76,25
678,Short,Clothing,240.23,305
679,Instead,Groceries,1938.42,25
680,Series,Groceries,1336.58,13
681,Happen,Electronics,976.77,327
682,Car,Electronics,1353.42,300
683,Operation,Sports,1106.95,41
684,Say,Sports,1580.88,254
685,Republican,Clothing,204.71,196
686,Forget,Groceries,1898.07,122
687,Risk,Clothing,642.71,312
688,Support,Electronics,1470.12,301
689,Bank,Groceries,872.65,452
690,Far,Clothing,457.24,49
691,Body,Beauty,407.8,467
692,Raise,Beauty,991.53,369
693,Same,Furniture,993.03,118
694,Improve,Sports,508.7,356
695,Us,Electronics,475.69,493
696,May,Beauty,1524.58,385
697,Color,Sports,1199.25,195
698,Article,Furniture,686.74,402
699,First,Groceries,1899.28,23
700,Word,Groceries,662.83,102
701,Benefit,Furniture,775.11,366
702,Cover,Groceries,1739.98,489
703,Speak,Beauty,604.05,311
704,Democratic,Furniture,604.64,276
705,Scientist,Furniture,1917.51,325
706,Run,Clothing,1469.56,65
707,Us,Groceries,869.75,296
708,Buy,Furniture,795.22,294
709,Spring,Sports,1260.83,94
710,Heavy,Electronics,683.48,27
711,List,Beauty,423.26,321
712,Food,Electronics,756.61,383
713,Know,Electronics,1494.98,225
714,Sure,Furniture,1614.33,496
715,Assume,Sports,1229.61,32
716,Election,Clothing,141.8,208
717,Candidate,Electronics,1214.69,73
718,Lose,Furniture,1515.56,20
719,Since,Electronics,214.52,205
720,Available,Furniture,1886.57,70
721,Particular,Beauty,960.26,59
722,Box,Sports,413.31,1
723,Recently,Sports,1723.58,455
724,Important,Furniture,281.89,173
725,Appear,Clothing,1600.93,302
726,Opportunity,Clothing,585.9,475
727,Watch,Beauty,629.86,324
728,Against,Beauty,805.44,60
729,Window,Beauty,1384.1,205
730,Blue,Groceries,726.66,111
731,Reason,Sports,792.31,130
732,Only,Electronics,1956.38,123
733,Read,Groceries,759.07,106
734,Common,Clothing,1770.27,158
735,This,Electronics,419.61,438
736,She,Furniture,422.84,39
737,Charge,Groceries,679.33,184
738,Way,Groceries,1511.83,22
739,Arrive,Sports,690.64,201
740,Respond,Electronics,1211.33,180
741,Process,Groceries,1454.25,17
742,Care,Electronics,440.23,95
743,Figure,Furniture,1534.62,313
744,Budget,Beauty,816.22,433
745,Company,Sports,1748.52,271
746,Including,Sports,381.88,261
747,Morning,Beauty,809.51,179
748,Off,Beauty,700.0,171
749,Alone,Furniture,93.74,24
750,Morning,Sports,1314.82,275
751,Wind,Beauty,1030.95,239
752,Effect,Clothing,1687.74,285
753,Medical,Sports,1628.85,110
754,Manager,Clothing,615.38,246
755,Deal,Electronics,215.0,142
756,Nature,Sports,583.82,301
757,Organization,Electronics,1617.66,475
758,Skin,Clothing,531.83,483
759,Sign,Electronics,1645.42,19
760,Together,Groceries,1407.94,234
761,Enough,Electronics,426.39,236
762,Most,Electronics,837.87,300
763,Fish,Electronics,1962.44,271
764,Good,Clothing,1506.48,447
765,Production,Furniture,188.91,399
766,Suggest,Sports,1987.05,232
767,Exist,Beauty,75.91,494
768,Size,Beauty,440.17,415
769,Fish,Electronics,1389.39,192
770,Moment,Beauty,722.17,412
771,Machine,Groceries,1210.87,10
772,Suffer,Groceries,187.12,263
773,Unit,Furniture,1108.67,255
774,Nor,Furniture,1137.87,314
775,None,Clothing,1355.06,277
776,Director,Groceries,393.71,429
777,But,Groceries,152.59,70
778,Know,Sports,1972.98,109
779,After,Sports,611.2,168
780,Become,Groceries,1868.79,330
781,Day,Electronics,1259.23,83
782,American,Electronics,988.83,106
783,Store,Sports,1147.59,264
784,Road,Sports,1299.37,203
785,Commercial,Clothing,553.57,367
786,South,Groceries,1197.84,341
787,Entire,Beauty,1776.99,349
788,Very,Furniture,6.94,261
789,End,Electronics,260.04,246
790,Oil,Furniture,1132.21,243
791,Participant,Groceries,54.81,314
792,Lay,Clothing,429.89,23
793,City,Furniture,1145.9,283
794,During,Sports,1463.86,428
795,Fight,Groceries,1194.8,211
796,Partner,Furniture,823.95,465
797,Pm,Clothing,276.36,98
798,Left,Furniture,1426.61,91
799,From,Electronics,645.52,441
800,Day,Sports,105.93,320
801,Out,Beauty,1874.9,221
802,May,Electronics,1758.12,291
803,Gun,Clothing,571.87,22
804,Skin,Electronics,416.07,460
805,Nothing,Beauty,184.01,154
806,Fear,Groceries,273.9,24
807,Yeah,Clothing,922.52,322
808,Very,Clothing,1196.39,127
809,Compare,Electronics,951.04,32
810,Government,Groceries,1591.18,71
811,Student,Groceries,1736.62,98
812,Character,Beauty,339.71,94
813,You,Groceries,1496.41,386
814,Treatment,Beauty,474.1,79
815,Poor,Groceries,967.12,68
816,Full,Furniture,315.01,329
817,Become,Electronics,1167.76,355
818,Each,Groceries,1556.0,138
819,Once,Beauty,181.37,282
820,Painting,Groceries,1840.89,494
821,But,Clothing,1873.76,120
822,Bad,Beauty,1075.37,71
823,Success,Furniture,19.28,320
824,Way,Beauty,639.35,325
825,Question,Electronics,1550.45,327
826,Life,Sports,1431.74,488
