order_id,customer_id,order_date,total_amount
95,3968,2025-05-10,106.4
96,35057,2024-08-12,1734.89
97,1435,2023-11-30,1864.21
98,34362,2024-08-25,4773.79
99,45743,2024-11-17,917.53
100,16275,2023-10-20,3223.05
101,22619,2024-07-17,1971.84
102,41635,2025-01-10,1143.82
103,48588,2024-07-29,4127.63
104,22023,2025-02-18,1263.68
105,5484,2025-02-17,3409.7
106,37774,2023-09-16,3854.57
107,8354,2024-10-28,3710.2
108,39960,2023-12-11,1543.41
109,19091,2024-03-13,4159.28
110,23534,2023-10-21,1531.42
111,24964,2024-04-11,1323.13
112,44697,2024-06-23,1951.01
113,21072,2024-07-23,4322.63
114,11926,2024-02-21,2410.83
115,4545,2024-01-27,161.79
116,24431,2023-10-02,630.68
117,34430,2024-06-09,3851.53
118,7919,2024-06-07,225.57
119,18269,2024-07-12,428.17
120,48026,2024-09-27,61.58
121,15721,2023-10-27,1352.57
122,30978,2023-11-15,2291.35
123,5703,2024-06-06,2085.08
124,40563,2024-12-10,1647.75
125,26236,2024-06-30,3066.53
126,44215,2024-04-14,2563.53
127,14543,2024-12-09,263.76
128,3595,2025-04-28,1107.13
129,47533,2023-12-20,438.49
130,18195,2024-04-22,2887.38
131,585,2024-07-02,934.85
132,37407,2024-03-03,372.85
133,43385,2025-02-19,1213.19
134,45004,2024-03-04,3975.96
135,6329,2024-01-28,2658.4
136,21333,2024-11-25,3962.24
137,1748,2024-04-01,86.28
138,35437,2024-04-24,4711.72
139,11093,2024-06-09,2619.9
140,44347,2025-02-26,3072.95
141,31747,2024-06-27,4751.57
142,17444,2024-03-03,1454.23
143,49536,2025-03-16,3186.77
144,47293,2024-05-04,4515.44
145,27612,2025-01-02,3575.34
146,8423,2025-05-30,4175.69
147,33300,2023-10-29,3943.64
148,10344,2024-04-12,4127.03
149,47660,2025-05-13,955.13
150,33273,2025-08-23,2195.96
151,37753,2025-02-27,781.82
152,43138,2025-03-23,4812.92
153,18749,2025-08-09,4333.6
154,22238,2024-09-11,1511.79
155,18915,2025-04-19,3102.41
156,22554,2025-08-09,4490.11
157,29635,2024-12-13,4456.63
158,41660,2024-09-02,4242.98
159,17135,2024-01-10,4491.82
160,43713,2024-11-03,413.32
161,34189,2025-08-19,746.16
162,38306,2023-11-13,1262.51
163,3481,2024-07-27,1658.28
164,26872,2025-05-29,3999.51
165,8880,2024-04-01,1303.65
166,18941,2023-11-06,3253.76
167,27610,2024-06-21,2278.55
168,32566,2024-11-04,4099.13
169,30830,2024-12-18,1893.04
170,31006,2024-07-23,4508.29
171,24534,2025-02-17,4034.7
172,19259,2024-10-25,3750.54
173,11048,2024-03-31,3895.66
174,10620,2023-09-14,722.74
175,22111,2023-12-22,1639.29
176,10175,2023-12-13,2793.04
177,29247,2024-04-12,1712.56
178,49614,2025-04-15,1721.89
179,49584,2024-05-01,3326.81
180,15185,2023-10-21,3338.33
181,21681,2025-02-20,4232.64
182,4251,2024-04-22,1495.75
183,16040,2025-01-22,1869.49
184,913,2025-07-31,4335.54
185,4343,2024-01-30,3337.33
186,49858,2025-09-08,1474.82
187,10917,2024-07-03,4931.68
188,35763,2024-03-09,1775.04
189,7355,2023-10-21,3329.11
190,32732,2024-09-15,831.39
191,47830,2024-04-18,4916.78
192,18030,2023-12-20,4612.99
193,36160,2024-12-29,4512.77
194,27659,2025-05-08,181.36
195,24843,2024-12-30,3642.73
196,293,2025-09-02,728.47
197,37188,2025-01-13,1739.2
198,15431,2025-03-09,1194.41
199,13025,2025-03-08,1890.18
200,28761,2025-09-05,4272.27
201,21432,2023-10-03,3845.8
202,47845,2024-01-03,2478.49
203,9514,2023-09-24,4224.09
204,41061,2024-05-13,3540.0
205,5002,2023-10-28,3599.03
206,38859,2024-01-14,995.41
207,2695,2023-10-28,2428.47
208,11539,2025-08-20,4718.63
209,42681,2024-12-23,1738.26
210,25750,2025-03-25,3977.25
211,27606,2024-01-29,526.82
212,21838,2024-07-22,1251.25
213,13967,2024-10-31,2492.03
214,41518,2025-01-26,2107.8
215,21847,2024-09-30,4658.77
216,28226,2024-01-17,3682.03
217,12773,2025-05-26,162.85
218,39547,2024-07-22,2656.11
219,36530,2024-10-20,236.91
220,44614,2024-08-23,1171.16
221,23281,2025-06-10,672.99
222,37138,2025-04-24,3687.22
223,12199,2024-11-16,4404.43
224,13762,2024-12-21,2540.82
225,44760,2024-06-07,1383.61
226,22503,2023-09-27,2682.75
227,27137,2024-02-06,3712.86
228,14218,2024-09-19,3211.24
229,14920,2025-08-24,4695.03
230,28720,2024-07-03,702.25
231,6360,2024-10-20,2535.28
232,29158,2024-01-31,1149.08
233,39616,2024-01-14,2298.37
234,12540,2025-06-10,578.81
235,34713,2025-08-02,3702.22
236,27604,2024-10-20,2303.33
237,29025,2025-05-16,4231.23
238,25155,2025-04-24,4466.9
239,27201,2024-05-03,1541.09
240,32633,2024-01-03,2505.36
241,41272,2024-07-06,1536.76
242,20631,2024-10-21,4672.57
243,22984,2023-10-07,1554.31
244,40552,2024-07-17,2992.21
245,4454,2025-09-07,198.15
246,34222,2024-05-28,1960.53
247,40811,2025-06-18,3451.5
248,5268,2025-06-17,4163.14
249,42572,2025-01-23,4461.97
250,1014,2023-10-08,3149.09
251,8316,2025-07-09,308.2
252,14791,2024-01-19,3070.32
253,28102,2025-08-11,2675.52
254,34216,2024-12-07,350.64
255,46245,2024-04-23,3797.88
256,10737,2024-02-18,3333.42
257,32055,2023-11-05,1994.62
258,12625,2025-07-19,4094.63
259,14793,2025-07-13,3402.24
260,16337,2025-06-25,2725.97
261,16333,2023-10-25,1855.38
262,45000,2025-09-01,4486.24
263,44724,2025-08-05,1461.63
264,16984,2024-08-04,949.87
265,40402,2025-08-17,4559.27
266,4056,2025-07-20,3294.28
267,10673,2024-08-20,1835.15
268,45451,2024-10-14,2121.02
269,25046,2025-02-06,3986.01
270,37457,2024-07-14,4115.71
271,1371,2024-08-29,3282.74
272,3334,2025-07-24,2663.53
273,20468,2024-11-02,1169.14
274,24949,2023-10-24,3702.38
275,17280,2024-06-11,727.84
276,22771,2023-12-28,236.98
277,47744,2024-02-18,3440.56
278,38165,2024-11-26,3272.76
279,40691,2024-05-31,1127.88
280,12592,2024-01-14,1646.41
281,24078,2024-06-12,3602.42
282,43874,2024-04-18,4028.98
283,4209,2024-05-18,3035.55
284,15822,2025-04-20,270.15
285,45111,2024-10-15,1806.2
286,39891,2025-05-13,3979.04
287,22885,2024-03-26,4739.45
288,12008,2025-07-27,2320.15
289,39686,2024-11-13,4498.18
290,8059,2024-10-01,1173.07
291,27340,2024-01-17,2249.96
292,26000,2025-01-12,2434.89
293,697,2025-08-09,1021.06
294,49223,2023-10-07,1687.61
295,20805,2025-09-09,1643.07
296,47592,2024-01-19,4820.59
297,6632,2024-12-22,1766.92
298,43396,2023-11-26,3166.98
299,3485,2024-12-12,1393.31
300,44928,2025-08-18,1972.56
301,13981,2025-07-04,3389.4
302,10289,2025-08-07,3289.55
303,44706,2024-08-29,4104.11
304,9803,2025-05-17,3166.3
305,15886,2023-10-04,3139.61
306,20759,2024-01-23,3521.59
307,12328,2024-11-21,4373.47
308,47414,2024-12-26,1369.12
309,25586,2024-02-13,3288.98
310,11123,2024-08-30,3381.15
311,48066,2024-04-23,110.79
312,17332,2024-10-12,1186.8
313,36114,2024-12-09,2356.72
314,36114,2024-07-06,716.33
315,47847,2025-02-26,3329.86
316,33333,2024-11-02,3296.12
317,29168,2024-03-16,1277.41
318,36276,2024-06-02,2408.69
319,10127,2025-07-22,1620.85
320,4797,2023-10-05,2190.4
321,49515,2025-08-29,725.47
322,13381,2025-08-11,2288.21
323,8758,2024-05-24,2617.79
324,28529,2025-04-18,699.04
325,571,2025-07-07,3846.08
326,7002,2024-08-08,1854.52
327,41007,2024-09-21,2392.25
328,18788,2025-06-01,506.58
329,21210,2024-07-10,3518.54
330,9546,2024-01-07,650.34
331,34346,2024-07-20,4812.3
332,6266,2025-04-06,908.96
333,9668,2024-03-28,4902.4
334,1090,2024-09-25,3469.8
335,35347,2024-12-22,1528.3
336,1834,2025-04-30,3847.78
337,12980,2025-01-08,3563.0
338,46748,2023-09-22,1049.13
339,37278,2024-04-01,3102.93
340,20595,2024-02-08,3403.22
341,26819,2024-03-02,1312.43
342,6658,2025-05-07,1306.91
343,47524,2024-11-17,268.46
344,19962,2025-01-08,3880.03
345,2797,2025-01-13,3352.29
346,47486,2024-06-13,1825.56
347,28415,2025-08-01,1049.2
348,24784,2025-08-15,2309.65
349,45058,2025-07-24,740.41
350,10833,2025-05-23,1580.28
351,6009,2024-11-06,3561.0
352,24802,2023-09-19,2830.9
353,18411,2024-10-14,3559.7
354,12291,2024-05-20,1535.53
355,42013,2024-12-16,1824.73
356,11222,2024-07-19,1974.04
357,3459,2024-06-16,2067.58
358,43872,2023-12-25,820.3
359,5241,2025-01-29,443.93
360,9194,2023-09-29,1784.81
361,45154,2025-09-02,3446.39
362,36524,2023-12-10,862.16
363,14672,2025-05-22,1064.84
364,34667,2024-03-26,4202.01
365,42454,2025-04-19,2463.26
366,18062,2024-09-03,2385.41
367,33831,2024-09-30,4675.9
368,39005,2024-11-23,658.06
369,1483,2025-07-05,3350.33
370,19954,2025-03-31,2990.9
371,40780,2024-04-12,1764.71
372,20831,2024-05-27,2173.35
373,6854,2025-06-11,2334.62
374,44239,2023-10-07,670.58
375,42255,2025-08-13,4648.8
376,37576,2024-02-25,2410.28
377,37576,2023-12-25,3601.75
378,15208,2023-12-28,2827.96
379,3843,2024-05-10,1660.95
380,1050,2024-07-10,3971.83
381,4595,2024-02-24,3977.29
382,46264,2025-01-06,3217.48
383,42066,2024-08-16,1728.68
384,41350,2024-09-03,2320.55
385,9449,2024-05-04,1527.45
386,20883,2023-09-17,1249.37
387,47946,2024-11-16,1866.12
388,33142,2024-09-24,255.28
389,27390,2025-08-05,3299.71
390,22311,2024-08-30,1075.7
391,46598,2024-09-11,1623.74
392,31794,2024-08-04,1582.41
393,13109,2025-04-12,1534.02
394,4913,2024-09-09,3024.72
395,13832,2024-10-14,2915.17
396,30,2024-01-16,4337.47
397,9466,2025-03-08,2696.88
398,28461,2024-06-30,666.66
399,28687,2023-11-02,3434.18
400,2642,2024-09-08,4214.45
401,10513,2024-11-05,2179.94
402,11665,2024-01-25,1042.02
403,20394,2024-03-29,308.76
404,27991,2023-10-18,3166.81
405,42170,2023-10-08,4247.27
406,33944,2025-08-27,2565.38
407,9190,2025-07-26,63.5
408,15605,2023-09-29,228.13
409,7636,2024-02-02,3619.58
410,16969,2024-09-29,3687.14
411,3018,2025-08-21,4805.17
412,5189,2024-03-09,3361.24
413,40376,2025-07-21,1416.67
414,2148,2024-03-16,3434.79
415,21714,2024-11-09,1909.02
416,7194,2025-09-02,375.52
417,13577,2025-05-29,1356.44
418,16447,2025-02-10,3457.25
419,32137,2024-09-02,1577.28
420,14291,2025-07-08,1529.41
421,23019,2025-01-01,857.83
422,3035,2024-03-05,443.01
423,8044,2024-09-13,3822.48
424,47866,2024-03-21,2840.44
425,48589,2025-08-04,3873.73
426,28080,2024-09-04,4670.69
427,32352,2023-11-10,4105.82
428,41130,2025-06-18,4917.74
429,46890,2024-08-16,4267.29
430,43011,2024-01-26,3182.06
431,5019,2025-07-13,4649.36
432,47120,2023-12-26,3472.21
433,13512,2025-05-02,3842.34
434,17,2023-11-16,540.4
435,28416,2024-11-26,2269.71
436,25111,2023-11-04,4293.77
437,14635,2025-08-15,238.77
438,38993,2024-10-23,3570.34
439,35901,2025-05-30,4925.26
440,18077,2025-07-29,3651.57
441,15117,2024-12-10,4380.18
442,37289,2025-06-25,3783.6
443,10760,2025-02-12,2839.57
444,474,2023-10-16,508.01
445,14507,2024-01-22,1523.75
446,46935,2024-01-24,4514.38
447,28184,2024-06-22,84.67
448,10641,2025-08-23,4740.67
449,42110,2025-01-13,3926.96
450,4169,2025-05-20,3839.77
451,30803,2023-10-12,1965.71
452,10466,2024-07-11,3398.2
453,43112,2025-05-22,2977.16
454,16320,2024-08-27,615.36
455,6800,2024-08-08,3819.62
456,18884,2024-12-30,2738.96
457,33057,2025-07-25,4657.75
458,21692,2025-01-09,1527.23
459,16114,2024-11-01,2371.38
460,2694,2025-07-30,3324.66
461,43543,2024-10-13,976.91
462,18007,2024-08-13,4522.01
463,22165,2024-07-18,3581.17
464,45795,2024-11-11,391.33
465,33163,2024-10-20,1657.38
466,44947,2023-11-10,3442.02
467,38340,2025-06-08,4285.11
468,34753,2024-03-31,3314.97
469,20088,2024-08-24,3871.8
470,16663,2025-05-05,104.23
471,1621,2025-04-01,411.86
472,45383,2025-02-02,2717.7
473,27414,2024-08-02,1197.07
474,33905,2024-07-09,2037.78
475,6681,2024-05-18,295.34
476,2491,2025-05-28,120.89
477,943,2023-12-17,3236.94
478,39308,2025-03-30,1695.41
479,20897,2025-03-13,1850.43
480,34806,2025-06-02,1503.43
481,9630,2023-10-04,4093.02
482,45926,2024-06-03,3847.69
483,5027,2025-05-22,303.23
484,17639,2023-10-21,3746.39
485,43041,2025-06-25,3982.22
486,6094,2025-09-03,1017.86
487,48763,2025-08-24,2578.96
488,45044,2024-04-21,1578.24
489,39929,2024-03-06,674.13
490,36308,2023-12-24,373.23
491,14012,2024-05-06,1653.44
492,25126,2023-12-05,2540.35
493,19256,2025-05-24,2750.64
494,15227,2024-12-30,3213.91
495,8552,2025-07-14,2083.1
496,49460,2023-09-22,203.41
497,30814,2023-09-20,4407.43
498,13532,2024-06-19,3457.71
499,18442,2023-12-28,1124.17
500,49976,2023-12-02,3069.71
501,47521,2025-03-20,4193.97
502,21723,2024-06-08,4381.82
503,42414,2025-07-16,3503.26
504,17367,2025-06-19,968.0
505,48222,2024-04-30,3905.73
506,9161,2023-09-23,3823.67
507,22550,2025-08-11,632.36
508,42906,2024-10-07,4653.88
509,47111,2025-07-27,1466.66
510,18858,2024-01-01,347.91
511,42149,2025-03-14,1729.55
512,7176,2024-09-21,4711.02
513,7901,2023-11-18,289.62
514,2554,2023-11-22,503.22
515,22257,2025-03-25,98.03
516,31768,2023-09-13,4428.89
517,21494,2024-06-01,2479.97
518,40914,2024-03-26,2828.03
519,23780,2024-04-09,2050.18
520,18460,2025-02-24,3334.7
521,34544,2023-09-15,3450.63
522,40635,2024-06-22,1021.92
523,25750,2024-09-18,901.25
524,29354,2023-11-21,2699.08
525,20816,2024-02-29,1246.05
526,31383,2024-12-08,3748.37
527,2293,2024-07-15,3831.35
528,23812,2023-12-21,314.12
529,18214,2024-11-16,2782.03
530,41204,2024-09-14,4523.14
531,35707,2025-07-30,2151.2
532,26772,2024-02-05,4384.58
533,3298,2023-10-27,369.12
534,3922,2025-07-30,1449.86
535,17905,2025-07-26,2875.23
536,33407,2025-01-03,3160.01
537,7041,2024-02-04,3602.75
538,38531,2025-08-25,4814.29
539,22574,2025-06-01,4326.04
540,17475,2024-10-21,2962.08
541,41328,2025-05-11,4814.43
542,42480,2024-09-19,4156.84
543,36517,2025-05-19,1090.8
544,41195,2024-08-29,2714.69
545,42512,2024-12-11,2182.9
546,40957,2023-11-10,216.8
547,26340,2024-09-20,2086.11
548,42536,2024-10-17,2693.57
549,4424,2024-08-21,3122.34
550,28421,2025-08-31,3323.69
551,5487,2025-02-01,4135.24
552,17084,2024-04-21,3886.45
553,22453,2024-01-28,637.57
554,39120,2024-05-16,1935.36
555,3439,2024-05-09,1123.67
556,133,2024-03-27,2553.6
557,38552,2025-08-19,282.12
558,38997,2025-03-27,1533.12
559,10339,2023-12-22,486.74
560,43480,2024-03-10,4435.94
561,23059,2025-07-22,349.91
562,10102,2023-10-13,1982.35
563,41905,2023-09-29,3432.14
564,12199,2025-06-16,1206.21
565,18992,2024-05-22,1876.58
566,36194,2025-06-06,1599.43
567,41616,2023-11-08,796.05
568,49971,2023-12-10,3718.73
569,30005,2025-04-01,3309.33
570,21807,2025-01-10,1336.67
571,22573,2024-08-12,967.14
572,8108,2025-03-31,75.9
573,25685,2024-04-03,3729.89
574,15596,2025-09-11,4415.5
575,138,2023-11-04,4155.7
576,28493,2025-04-22,559.98
577,39282,2023-09-22,2694.68
578,44211,2025-03-18,298.43
579,40400,2024-03-03,4839.35
580,2478,2024-10-19,1331.58
581,16786,2024-03-23,4994.93
582,39394,2024-11-01,2869.02
583,11039,2024-03-29,3439.73
584,17368,2023-11-15,548.26
585,35212,2024-06-21,833.89
586,18226,2024-01-01,3656.93
587,38008,2025-01-12,940.29
588,33556,2024-09-25,3313.92
589,33863,2024-12-22,1441.99
590,45714,2023-10-25,502.42
591,6357,2025-02-20,4027.38
592,26371,2024-10-29,921.95
593,37341,2024-10-08,3434.86
594,33605,2024-11-01,4883.07
595,44759,2024-08-21,511.99
596,16236,2025-04-08,4329.2
597,3093,2023-10-14,4720.07
598,41582,2025-05-18,2064.25
599,23430,2024-12-26,1386.44
600,20746,2025-04-09,4872.84
601,16304,2023-12-08,2731.63
602,10943,2024-10-25,3712.31
603,15780,2024-11-09,3957.13
604,6217,2024-03-12,4817.35
605,4499,2024-08-18,1525.79
606,14270,2024-12-21,3949.04
607,13367,2024-09-20,1032.65
608,20576,2025-01-24,2566.82
609,33667,2024-07-29,2449.9
610,42233,2024-07-10,2849.27
611,8450,2024-09-04,4742.23
612,5960,2023-12-30,4916.17
613,23826,2025-08-24,1212.46
614,34630,2025-01-30,1234.69
615,14827,2025-03-18,1084.35
616,17984,2025-08-22,2711.59
617,17010,2024-01-11,3184.77
618,21806,2024-06-22,1496.83
619,30337,2024-06-22,451.82
620,7114,2023-12-22,4238.23
621,49925,2023-12-11,2878.67
622,4428,2025-03-24,2800.91
623,40731,2024-04-08,3101.25
624,13501,2024-05-28,4221.99
625,19609,2024-01-10,2514.36
626,35662,2024-06-11,918.87
627,7986,2025-05-08,2169.08
628,49691,2025-09-09,2980.2
629,13687,2025-06-23,4294.58
630,14111,2024-06-13,1090.31
631,23886,2024-03-28,4331.52
632,4091,2023-12-17,100.13
633,14219,2025-08-09,3743.39
634,37764,2024-02-16,3405.42
635,43836,2024-07-24,3473.02
636,42048,2025-09-05,2924.01
637,43989,2023-10-05,71.09
638,11514,2024-02-25,1617.3
639,35481,2023-10-18,2556.44
640,7493,2025-07-20,3243.25
641,2617,2024-03-02,601.24
642,42603,2025-06-09,1073.83
643,35119,2025-05-30,1957.89
644,42005,2025-08-30,2753.76
645,38483,2023-12-01,163.12
646,1215,2024-11-18,2489.15
647,16863,2025-01-09,1405.82
648,19784,2025-04-22,2917.47
649,48798,2024-08-31,1095.57
650,1387,2025-04-01,4029.43
651,35912,2023-12-11,1272.51
652,19062,2023-11-07,609.38
653,47014,2025-05-28,3776.66
654,38777,2025-02-27,1616.63
655,10932,2024-12-18,3787.41
656,20760,2024-08-14,2554.91
657,22147,2025-05-25,1465.82
658,34410,2023-12-18,845.76
659,15851,2024-09-14,641.53
660,25808,2024-02-24,2789.85
661,34737,2024-12-10,511.58
662,39451,2024-08-25,2625.85
663,218,2023-12-19,917.05
664,41383,2024-07-04,3219.48
665,35690,2024-10-24,1356.64
666,43723,2024-09-01,1111.74
667,31091,2024-07-21,557.56
668,47390,2025-09-01,2785.54
669,22441,2024-08-08,737.29
670,38559,2024-03-27,609.76
671,29818,2024-10-20,2761.25
672,17213,2025-08-14,2175.29
673,17089,2023-12-23,4132.75
674,8010,2024-08-26,1907.8
675,41694,2025-01-07,2870.66
676,41668,2024-07-25,4545.61
677,36749,2024-09-01,903.47
678,27934,2024-02-06,4326.86
679,33572,2025-02-19,1965.02
680,8430,2024-08-08,3122.1
681,35275,2025-08-07,4715.43
682,39678,2023-11-28,3716.0
683,12243,2023-11-19,379.65
684,35233,2024-04-09,4190.65
685,28657,2025-05-11,4214.13
686,11091,2025-08-03,2653.88
687,39909,2023-10-29,3498.64
688,26165,2025-04-13,3540.52
689,29591,2024-01-16,3151.28
690,20030,2024-11-28,80.43
691,16283,2024-07-18,189.86
692,44549,2025-04-15,2340.92
693,12421,2024-03-12,190.92
694,28930,2025-05-18,4582.68
695,41455,2024-01-02,3075.0
696,47730,2023-10-31,2234.5
697,19309,2024-09-15,1513.55
698,36559,2024-11-06,2965.27
699,15322,2025-08-07,3023.33
700,25511,2024-09-26,4328.92
701,20132,2023-09-19,300.7
702,41347,2025-06-07,2365.23
703,49056,2023-12-28,1199.71
704,19962,2025-07-26,4009.99
705,13725,2023-12-17,2573.75
706,32199,2025-04-01,2818.14
707,23747,2023-12-16,1952.66
708,10704,2024-09-28,2147.09
709,32840,2025-06-23,1647.66
710,20313,2023-11-27,4647.14
711,28288,2024-09-17,2265.88
712,48588,2025-04-22,1113.88
713,2671,2024-03-27,3958.11
714,23723,2024-05-29,1265.39
715,14971,2025-04-18,4736.54
716,42097,2023-11-07,4649.79
717,9812,2023-09-25,2397.09
718,19082,2023-12-06,1848.49
719,13195,2023-11-19,4911.93
720,17749,2025-05-21,2612.42
721,3243,2024-03-02,3149.81
722,48669,2024-11-17,4467.13
723,20611,2024-10-08,3501.56
724,42858,2023-10-03,1951.44
725,1101,2024-10-01,4481.73
726,35538,2024-10-29,466.92
727,49362,2024-05-03,121.01
728,34858,2024-09-14,2383.95
729,37782,2023-12-21,2938.86
730,4775,2023-10-04,330.49
731,19029,2023-09-23,1180.36
732,26845,2024-10-15,2974.74
733,4719,2024-12-17,713.13
734,29722,2025-06-04,4400.43
735,38867,2025-09-12,3225.56
736,48035,2025-06-27,4853.98
737,17050,2025-01-14,2880.7
738,1235,2025-06-19,4955.33
739,38898,2024-08-12,1072.61
740,25623,2025-04-24,2435.19
741,42361,2025-03-14,2237.51
742,10383,2025-04-02,1974.99
743,9950,2024-10-31,1278.86
744,5733,2025-01-16,449.67
745,36339,2024-06-21,3955.42
746,29085,2024-03-10,4812.25
747,2519,2024-10-27,60.75
748,588,2025-04-19,2411.14
749,38903,2024-01-20,3527.07
750,27182,2024-10-21,4428.45
751,31423,2025-04-18,2356.77
752,35949,2025-07-23,1007.47
753,28464,2023-12-04,497.47
754,13611,2024-04-25,438.38
755,45737,2024-08-12,3131.68
756,7746,2024-06-30,2698.44
757,27374,2024-04-27,2416.95
758,7314,2024-05-25,2977.24
759,15848,2025-07-18,4002.5
760,9550,2024-02-17,4674.7
761,48910,2023-12-22,4433.87
762,22709,2025-09-12,3822.61
763,29368,2023-12-13,4561.57
764,44198,2024-12-27,2650.86
765,24356,2025-07-15,2774.77
766,10008,2024-04-12,974.98
767,44976,2025-09-09,679.0
768,9750,2025-05-17,4071.17
769,31937,2024-03-01,3541.25
770,388,2025-07-18,3331.04
771,46801,2024-06-19,1936.21
772,30477,2025-08-23,2187.54
773,16496,2024-05-04,1570.52
774,26577,2023-10-19,2188.26
775,2576,2024-12-19,2952.3
776,9108,2025-04-03,3186.65
777,38898,2023-11-09,646.22
778,6183,2025-07-27,997.1
779,700,2025-03-06,1572.07
780,4715,2023-09-30,1845.4
781,35863,2024-06-05,1564.65
782,49066,2025-06-14,4082.93
783,21757,2024-05-01,4719.17
784,17935,2023-10-20,2555.48
785,38209,2024-03-28,3416.32
786,8713,2023-10-04,936.64
787,43467,2025-09-03,1747.94
788,26760,2024-10-08,1247.43
789,40750,2024-11-21,3494.61
790,28016,2025-09-03,2335.41
791,42539,2024-08-21,4418.29
792,9004,2024-12-11,588.36
793,27859,2024-12-26,3734.36
794,45798,2023-11-09,2721.45
795,10070,2024-12-16,4077.29
796,24711,2024-03-25,1331.06
797,47514,2024-07-17,4277.21
798,28476,2024-01-02,4769.42
799,37101,2024-02-14,4109.64
800,46636,2024-04-24,4720.04
801,49212,2025-05-13,210.14
802,16549,2024-09-04,3399.91
803,23307,2024-08-30,4287.66
804,459,2025-03-24,2509.32
805,5766,2024-11-19,2952.07
806,36822,2023-09-21,2747.0
807,25396,2024-02-11,1859.28
808,12471,2024-07-30,2762.73
809,3138,2025-01-02,4353.91
810,14829,2024-08-17,1066.03
811,4004,2024-05-02,614.01
812,11676,2025-03-27,3292.6
813,34807,2025-02-17,4546.22
814,32122,2024-05-14,4554.42
815,248,2025-08-17,2240.26
816,45334,2025-02-05,4248.78
817,29336,2024-04-26,4139.95
818,19539,2024-05-02,4681.48
819,13850,2024-01-03,1473.33
820,34543,2024-06-22,2667.41
821,20844,2024-01-18,394.01
822,9588,2025-02-26,2107.68
823,26871,2023-12-10,4519.02
824,23411,2023-11-22,2757.39
825,11294,2025-06-09,2517.91
826,12231,2024-06-11,2931.25
827,24052,2023-10-03,3279.32
828,4643,2025-08-02,667.58
829,40156,2024-04-29,3494.36
830,18447,2023-11-25,495.34
831,17400,2025-08-31,3766.49
